Id,Response
2213,5
2216,5
2218,5
2224,5
2225,5
2228,5
2236,5
2242,5
2246,5
2250,5
2255,5
2256,5
2267,5
2268,5
2269,5
2272,5
2275,5
2280,5
2282,5
2287,5
2289,5
2293,5
2296,5
2307,5
2309,5
2313,5
2325,5
2327,5
2336,5
2339,5
2342,5
2347,5
2350,5
2360,5
2364,5
2369,5
2379,5
2394,5
2395,5
2399,5
2402,6
2410,5
2416,5
2420,5
2427,5
2434,5
2435,5
2441,5
2447,5
2452,5
2463,5
2467,5
2468,5
2470,5
2476,5
2483,5
2487,5
2492,5
2502,5
2504,5
2510,5
2511,5
2512,5
2517,5
2520,5
2521,5
2523,5
2524,5
2525,5
2526,5
2528,5
2530,5
2532,5
2536,5
2540,5
2541,5
2543,5
2549,5
2550,5
2556,5
2557,5
2559,5
2565,5
2566,5
2567,5
2568,5
2570,5
2573,5
2577,5
2578,5
2583,5
2586,5
2587,5
2588,5
2591,5
2597,5
2606,5
2607,5
2608,5
2611,5
2612,5
2613,5
2616,5
2621,5
2622,5
2634,5
2639,5
2642,5
2644,5
2650,5
2655,5
2664,5
2667,5
2670,5
2679,1
2681,5
2683,5
2685,5
2687,5
2696,5
2699,5
2712,5
2716,5
2720,5
2725,5
2726,5
2731,5
2733,5
2740,5
2742,5
2748,5
2749,5
2763,5
2771,5
2772,6
2773,5
2783,5
2784,5
2789,5
2796,5
2798,5
2799,5
2800,5
2802,5
2805,5
2809,5
2816,5
2817,5
2821,5
2822,5
2829,5
2832,5
2842,5
2844,5
2846,5
2851,5
2852,5
2853,5
2856,5
2862,5
2866,5
2868,5
2886,5
2892,5
2893,5
2898,5
2917,1
2923,5
2927,5
2930,5
2931,5
2935,5
2936,5
2961,5
2964,5
2967,5
2968,5
2970,5
2977,5
2978,5
2979,5
2985,5
2986,5
2989,5
2997,5
2999,5
3004,5
3008,5
3010,5
3020,5
3022,5
3024,5
3027,5
3032,5
3033,5
3048,5
3053,5
3056,5
3070,5
3071,5
3073,5
3080,5
3098,5
3099,5
3109,5
3110,5
3115,5
3121,5
3128,5
3132,5
3133,5
3141,5
3144,5
3145,5
3154,5
3159,5
3164,5
3168,5
3172,5
3176,5
3186,5
3193,5
3196,5
3199,5
3200,5
3209,5
3210,5
3214,5
3229,5
3230,5
3233,5
3242,5
3244,5
3249,5
3251,5
3253,5
3264,5
3271,5
3272,5
3274,5
3276,5
3280,5
3282,5
3285,5
3297,5
3298,5
3307,5
3309,5
3310,5
3312,5
3314,5
3315,5
3316,5
3319,5
3322,5
3327,5
3332,5
3334,5
3336,5
3338,5
3340,5
3343,5
3352,5
3353,5
3356,5
3357,5
3360,5
3365,5
3366,5
3367,5
3369,5
3374,5
3376,5
3381,5
3385,5
3386,5
3397,5
3403,5
3409,5
3414,5
3415,5
3423,5
3427,5
3428,5
3439,5
3441,5
3442,5
3447,5
3453,5
3456,1
3458,5
3459,5
3462,5
3464,5
3477,5
3480,5
3483,5
3490,5
3497,5
3498,5
3500,5
3504,5
3509,5
3510,5
3511,5
3525,5
3528,5
3529,5
3531,5
3532,5
3536,5
3537,5
3538,5
3547,5
3557,5
3572,5
3573,5
3588,5
3590,5
3597,5
3601,5
3602,5
3608,5
3611,5
3616,5
3619,5
3623,5
3638,5
3641,5
3643,5
3647,5
3648,5
3662,5
3663,5
3665,5
3679,5
3683,5
3692,5
3700,5
3705,5
3706,5
3711,5
3712,5
3716,5
3725,5
3727,5
3739,5
3740,5
3743,5
3744,5
3750,5
3751,5
3752,5
3753,5
3754,5
3761,5
3762,5
3764,5
3773,5
3774,5
3775,5
3776,5
3785,5
3788,5
3791,5
3792,5
3794,5
3797,5
3798,5
3807,5
3808,5
3810,5
3813,5
3815,5
3818,5
3820,5
3824,5
3832,5
3836,5
3837,5
3849,5
3853,5
3861,5
3862,5
3863,5
3867,5
3868,5
3871,5
3873,5
3874,5
3879,5
3881,5
3883,5
3887,5
3888,5
3889,5
3898,5
3901,5
3904,5
3905,5
3907,5
3911,5
3915,5
3917,5
3923,5
3925,5
3931,5
3934,5
3943,5
3946,5
3947,5
3949,5
3958,5
3959,5
3960,5
3969,5
3971,5
3973,5
3976,5
3979,5
3982,5
3992,5
3993,5
3995,5
3997,5
4002,5
4003,5
4006,5
4010,5
4011,5
4012,5
4019,5
4020,5
4026,5
4030,5
4033,5
4034,5
4038,5
4045,5
4046,5
4047,5
4048,5
4055,5
4061,5
4063,5
4066,5
4069,5
4076,5
4081,5
4086,5
4087,5
4094,5
4096,5
4105,5
4107,5
4110,5
4115,5
4128,5
4131,5
4136,5
4140,5
4141,5
4142,5
4146,5
4156,5
4159,5
4171,5
4174,5
4175,5
4180,5
4187,5
4191,5
4193,1
4197,5
4201,5
4203,5
4205,5
4206,5
4209,5
4213,5
4215,5
4220,5
4223,5
4225,5
4234,5
4241,5
4244,5
4247,5
4254,5
4255,5
4262,1
4263,5
4266,5
4269,5
4270,5
4271,5
4274,5
4279,5
4286,5
4287,5
4288,5
4290,5
4294,5
4296,5
4299,5
4302,5
4316,5
4320,5
4321,5
4324,5
4325,1
4326,5
4332,5
4334,5
4343,5
4348,5
4350,5
4353,5
4356,5
4361,5
4367,5
4369,5
4371,5
4373,5
4374,5
4376,5
4393,5
4394,5
4397,5
4398,5
4404,5
4410,5
4411,5
4412,5
4414,5
4415,5
4418,5
4420,5
4426,5
4427,5
4430,5
4431,5
4435,5
4437,5
4438,5
4458,5
4461,5
4462,5
4464,5
4482,5
4484,5
4489,5
4494,5
4496,5
4503,5
4508,5
4515,5
4516,5
4517,5
4518,5
4524,5
4525,5
4527,5
4529,5
4535,5
4538,5
4544,5
4545,5
4550,5
4551,5
4554,5
4563,5
4565,5
4573,5
4576,5
4578,5
4587,5
4590,5
4597,5
4600,5
4608,5
4612,5
4615,5
4616,5
4618,5
4620,5
4622,1
4624,5
4628,5
4631,5
4633,5
4646,5
4648,5
4655,5
4669,5
4673,5
4677,5
4680,5
4683,5
4691,5
4694,5
4697,5
4698,5
4704,5
4711,5
4713,5
4716,5
4724,5
4727,5
4730,5
4731,5
4732,5
4741,5
4742,5
4743,5
4753,5
4758,5
4762,5
4765,5
4782,5
4787,5
4788,5
4789,5
4790,5
4792,5
4797,5
4805,5
4806,5
4809,5
4814,5
4823,5
4825,5
4830,5
4832,5
4833,5
4840,5
4841,5
4844,5
4845,5
4849,5
4858,5
4870,5
4875,5
4877,5
4882,5
4891,5
4900,5
4905,5
4907,5
4908,5
4923,5
4924,5
4925,5
4927,5
4933,5
4935,5
4941,5
4944,5
4946,5
4953,5
4956,5
4968,5
4985,5
4989,5
4995,5
5005,5
5010,5
5016,5
5018,5
5029,5
5031,5
5037,5
5039,5
5041,5
5043,5
5052,5
5055,5
5059,5
5063,5
5067,5
5070,5
5072,5
5073,5
5079,5
5086,5
5093,5
5094,5
5098,5
5101,5
5108,5
5112,5
5113,5
5119,5
5120,5
5121,5
5126,5
5127,5
5128,5
5131,5
5137,5
5146,5
5148,5
5150,5
5159,5
5160,5
5163,5
5170,5
5177,5
5179,5
5185,5
5188,5
5190,5
5191,5
5192,5
5195,5
5198,5
5208,5
5214,5
5215,5
5219,5
5220,5
5223,5
5224,5
5225,5
5227,5
5229,5
5231,5
5236,5
5237,5
5238,5
5240,5
5248,5
5252,5
5256,5
5269,5
5270,5
5272,5
5275,5
5276,5
5279,5
5280,5
5281,5
5291,5
5292,5
5294,5
5296,5
5302,5
5307,5
5312,5
5313,5
5314,5
5315,5
5316,5
5317,5
5318,5
5321,5
5322,5
5323,5
5324,5
5334,5
5343,5
5344,5
5345,5
5355,5
5364,5
5369,5
5371,5
5380,5
5385,5
5392,5
5395,5
5396,5
5398,5
5400,5
5402,5
5411,5
5412,5
5414,5
5417,5
5424,5
5427,5
5428,5
5430,5
5432,5
5438,5
5448,5
5459,5
5460,5
5461,5
5463,5
5477,5
5479,5
5481,5
5482,5
5491,5
5493,5
5506,5
5507,5
5517,5
5532,5
5533,5
5534,5
5541,5
5542,5
5548,5
5551,5
5553,5
5554,5
5565,5
5574,5
5575,5
5576,5
5583,5
5584,5
5586,5
5587,5
5588,5
5596,5
5597,5
5601,5
5603,5
5613,1
5614,5
5618,5
5619,5
5621,5
5622,5
5627,5
5628,5
5630,5
5633,5
5639,5
5643,5
5649,5
5653,5
5655,5
5664,5
5667,5
5670,5
5674,5
5678,5
5680,5
5687,5
5692,5
5694,5
5697,5
5701,5
5704,5
5710,5
5711,5
5716,5
5724,5
5725,5
5726,5
5727,5
5731,5
5749,5
5751,5
5755,5
5756,5
5761,5
5767,5
5768,5
5770,5
5772,5
5773,5
5775,5
5776,5
5784,5
5792,1
5793,5
5794,5
5797,5
5799,5
5800,5
5805,5
5809,5
5813,5
5817,5
5824,5
5829,5
5832,5
5835,5
5837,5
5847,5
5854,5
5857,5
5860,5
5872,5
5874,5
5876,5
5880,5
5882,5
5891,5
5892,5
5906,5
5922,5
5923,5
5927,5
5929,5
5941,5
5942,5
5945,5
5947,5
5950,5
5951,5
5952,5
5960,5
5965,5
5967,5
5974,5
5977,5
5984,5
5987,5
5991,5
5996,5
5997,5
6002,5
6005,5
6008,5
6009,5
6014,5
6027,5
6030,5
6033,5
6034,5
6035,5
6043,5
6046,5
6047,5
6048,5
6070,5
6071,5
6085,5
6090,5
6091,5
6092,5
6098,5
6106,5
6108,5
6111,5
6115,5
6117,5
6121,5
6124,5
6126,5
6129,5
6131,5
6141,5
6142,5
6143,5
6144,5
6147,5
6148,5
6155,5
6158,5
6159,1
6162,5
6166,5
6172,5
6177,5
6178,5
6181,5
6182,5
6185,5
6191,5
6195,5
6204,5
6205,5
6211,5
6212,5
6219,5
6220,5
6223,5
6226,5
6239,5
6243,5
6249,1
6252,5
6255,5
6260,5
6261,5
6263,5
6264,5
6270,5
6271,5
6272,5
6274,5
6277,5
6280,5
6284,5
6286,5
6288,5
6290,5
6293,5
6299,5
6301,5
6304,1
6306,5
6308,5
6309,5
6312,5
6321,5
6322,5
6331,5
6335,5
6340,5
6343,5
6344,5
6347,5
6348,5
6349,5
6350,5
6354,5
6355,5
6362,5
6367,5
6372,5
6375,5
6379,5
6384,5
6386,5
6390,5
6396,5
6401,5
6403,5
6408,5
6410,5
6420,5
6430,5
6436,5
6440,5
6442,5
6443,5
6444,5
6459,5
6466,5
6469,5
6474,5
6475,5
6476,1
6490,5
6491,5
6496,5
6497,5
6498,5
6499,5
6501,5
6514,5
6515,5
6524,5
6526,1
6532,5
6537,5
6538,5
6541,5
6546,5
6551,5
6554,5
6557,5
6560,5
6565,5
6566,5
6578,5
6582,5
6587,5
6593,5
6596,5
6611,5
6615,5
6620,5
6626,5
6627,5
6628,5
6635,5
6639,1
6641,5
6645,5
6660,5
6663,5
6669,5
6674,5
6682,5
6685,5
6687,5
6692,5
6695,5
6696,5
6699,5
6700,5
6701,5
6705,1
6707,5
6709,5
6711,5
6714,5
6722,5
6723,5
6724,5
6726,5
6733,5
6734,5
6735,5
6736,5
6738,5
6741,5
6746,5
6754,5
6758,5
6763,5
6764,5
6768,5
6778,5
6784,5
6785,5
6787,5
6806,5
6825,5
6830,1
6831,5
6832,5
6833,5
6835,5
6842,5
6843,5
6853,5
6859,5
6860,5
6862,5
6867,5
6868,5
6885,5
6888,5
6889,5
6897,5
6898,5
6900,5
6902,5
6903,5
6907,5
6909,1
6911,5
6925,5
6930,5
6931,5
6933,5
6937,5
6941,5
6948,5
6950,5
6956,5
6957,5
6960,5
6962,5
6969,5
6971,5
6973,5
6980,5
6983,5
6985,5
6999,5
7005,5
7006,5
7007,5
7012,5
7013,5
7016,5
7017,5
7020,5
7024,5
7026,5
7027,5
7029,5
7032,5
7034,5
7044,5
7054,5
7057,5
7058,5
7060,5
7065,5
7069,5
7071,5
7076,5
7077,5
7081,1
7082,5
7093,5
7095,5
7098,5
7099,1
7105,5
7106,5
7122,5
7129,5
7130,5
7135,5
7136,5
7137,1
7138,5
7141,5
7143,5
7159,5
7162,5
7165,5
7169,5
7171,5
7172,5
7175,5
7178,5
7182,5
7190,5
7194,5
7196,5
7205,5
7207,5
7210,5
7211,5
7216,5
7219,5
7222,5
7224,5
7234,5
7237,5
7242,5
7246,5
7247,5
7251,5
7252,5
7257,5
7276,5
7281,5
7286,5
7287,5
7295,5
7297,5
7300,5
7307,5
7308,5
7310,5
7315,5
7317,5
7318,5
7322,5
7325,5
7326,5
7332,5
7342,5
7345,5
7347,5
7349,5
7352,5
7353,5
7354,5
7370,5
7392,5
7394,5
7396,5
7397,5
7400,5
7402,5
7406,5
7409,5
7410,5
7412,5
7414,5
7419,5
7420,5
7421,5
7424,5
7428,5
7431,5
7435,5
7437,5
7445,5
7449,5
7456,5
7458,5
7459,5
7463,5
7464,5
7465,5
7467,5
7471,5
7472,5
7485,5
7494,5
7505,5
7511,5
7512,5
7513,5
7514,5
7515,5
7523,1
7530,5
7531,5
7536,5
7538,5
7542,5
7543,5
7549,5
7557,5
7559,5
7560,5
7563,5
7564,5
7567,5
7572,5
7575,5
7588,5
7595,5
7596,5
7602,5
7609,5
7612,5
7613,5
7621,5
7622,5
7624,5
7625,5
7629,5
7632,5
7634,5
7636,5
7637,5
7638,5
7640,1
7643,5
7648,5
7653,5
7654,5
7662,5
7671,5
7674,5
7682,5
7683,5
7686,1
7690,5
7692,5
7694,5
7695,5
7700,5
7714,5
7715,5
7721,5
7728,5
7737,5
7739,5
7745,5
7747,5
7761,5
7762,5
7763,5
7770,5
7771,5
7774,5
7776,5
7779,5
7793,5
7795,5
7796,5
7800,5
7803,5
7808,5
7811,5
7812,5
7813,1
7814,5
7818,1
7826,5
7827,5
7831,5
7834,5
7837,5
7841,5
7842,5
7843,5
7844,5
7851,5
7854,5
7856,5
7859,5
7866,5
7869,5
7870,5
7872,5
7886,5
7892,5
7893,5
7908,5
7910,5
7914,5
7919,5
7922,5
7930,5
7932,5
7947,5
7949,5
7950,5
7952,5
7953,5
7955,5
7960,5
7961,5
7962,5
7963,5
7967,5
7968,5
7975,5
7977,5
7980,5
7985,5
7987,5
7994,5
7995,5
7999,5
8005,5
8007,5
8009,5
8014,5
8017,5
8018,5
8024,5
8025,5
8026,5
8029,5
8031,5
8035,5
8049,5
8058,5
8060,5
8061,5
8070,5
8071,5
8072,5
8073,5
8075,5
8076,5
8081,5
8082,5
8090,5
8094,5
8097,5
8107,5
8112,5
8115,1
8120,5
8123,5
8128,5
8129,5
8133,5
8138,5
8142,5
8143,5
8145,5
8146,5
8147,5
8151,5
8153,5
8163,5
8167,5
8168,5
8169,5
8172,5
8178,5
8184,5
8185,5
8186,5
8187,5
8191,5
8196,5
8205,5
8206,5
8216,5
8218,5
8219,5
8227,5
8228,5
8230,5
8231,5
8234,5
8241,5
8242,5
8245,5
8246,5
8251,5
8254,5
8262,5
8269,5
8277,5
8286,5
8287,5
8288,5
8289,5
8292,5
8293,5
8294,5
8296,5
8306,1
8307,5
8314,5
8317,5
8320,5
8326,5
8329,5
8330,5
8331,5
8343,5
8350,5
8352,5
8354,5
8355,5
8356,5
8357,5
8364,5
8370,5
8381,5
8382,5
8383,5
8386,5
8389,5
8390,5
8393,5
8399,5
8400,5
8403,5
8404,5
8405,5
8409,5
8413,5
8417,5
8418,5
8423,5
8427,5
8431,5
8432,5
8434,5
8437,5
8447,5
8449,5
8457,5
8459,5
8461,5
8466,5
8467,5
8469,5
8479,5
8481,5
8493,5
8496,5
8501,5
8502,5
8508,5
8509,5
8514,5
8518,5
8519,5
8527,5
8530,5
8537,5
8539,5
8542,5
8547,5
8550,5
8554,5
8556,5
8560,5
8566,5
8569,5
8571,5
8572,5
8575,5
8580,5
8584,5
8585,5
8587,5
8593,5
8595,5
8597,5
8598,5
8599,5
8601,5
8607,5
8612,5
8621,5
8625,5
8630,5
8631,5
8633,5
8644,5
8650,5
8652,5
8656,5
8657,5
8659,5
8660,5
8665,5
8667,5
8668,5
8670,5
8682,5
8690,5
8692,5
8698,5
8702,5
8710,5
8713,5
8714,5
8715,5
8718,5
8719,5
8722,5
8737,5
8738,5
8739,5
8740,5
8745,5
8750,5
8754,5
8757,5
8762,5
8769,5
8773,5
8782,5
8790,5
8804,5
8815,5
8818,5
8819,5
8828,5
8831,5
8838,5
8841,5
8847,5
8849,1
8857,5
8860,5
8861,5
8875,5
8884,5
8889,5
8891,5
8893,5
8894,5
8897,5
8909,5
8928,5
8932,5
8933,5
8934,5
8938,5
8943,5
8946,5
8951,5
8953,5
8959,5
8960,5
8963,5
8968,5
8972,5
8973,5
8977,5
8978,5
8980,5
8984,5
8987,5
8989,5
8995,5
8996,5
9001,5
9003,5
9005,5
9007,5
9009,5
9012,5
9015,5
9024,5
9031,5
9032,5
9035,5
9053,5
9060,5
9067,5
9068,5
9077,5
9080,5
9084,5
9087,5
9090,5
9095,5
9098,5
9101,5
9108,1
9112,5
9113,5
9117,5
9123,5
9124,5
9127,5
9130,5
9132,5
9136,5
9138,5
9142,5
9143,5
9145,5
9146,5
9148,5
9151,5
9154,5
9158,5
9163,5
9169,5
9171,5
9176,5
9181,5
9185,5
9187,5
9188,5
9190,5
9204,5
9205,5
9207,5
9213,5
9220,5
9221,5
9224,5
9225,5
9227,5
9232,5
9234,5
9237,5
9238,5
9240,5
9248,5
9253,5
9254,5
9257,5
9264,5
9267,5
9269,5
9271,5
9272,5
9276,5
9278,5
9280,5
9281,5
9286,5
9288,5
9290,5
9291,5
9293,5
9294,5
9295,5
9298,5
9303,5
9304,5
9307,5
9309,5
9314,5
9315,5
9317,5
9318,5
9319,5
9320,5
9326,5
9331,5
9339,5
9342,5
9349,5
9353,5
9359,5
9362,5
9366,5
9376,5
9384,5
9386,5
9390,5
9396,5
9399,5
9402,5
9415,5
9420,5
9421,5
9422,5
9425,5
9428,5
9440,5
9441,5
9443,5
9451,5
9456,5
9457,5
9459,5
9465,5
9475,5
9483,5
9485,5
9488,5
9492,5
9494,5
9495,5
9498,5
9502,5
9506,5
9509,5
9512,5
9516,5
9520,5
9524,5
9531,5
9532,5
9538,5
9547,5
9549,5
9550,5
9552,5
9555,5
9563,5
9565,5
9574,5
9586,5
9587,5
9593,5
9594,5
9597,5
9600,5
9603,5
9607,5
9608,5
9609,5
9610,5
9612,5
9613,5
9618,5
9619,5
9621,5
9625,5
9638,5
9644,5
9650,5
9652,5
9654,5
9660,5
9665,5
9666,5
9668,5
9672,5
9674,5
9677,5
9683,5
9689,5
9690,5
9691,5
9701,5
9709,5
9712,5
9713,5
9714,5
9717,5
9720,5
9726,5
9729,1
9730,5
9741,5
9747,5
9763,5
9765,5
9771,5
9774,5
9777,5
9779,5
9783,5
9784,5
9791,5
9802,5
9810,5
9818,5
9820,5
9822,5
9825,5
9829,5
9832,5
9839,5
9846,5
9847,5
9852,5
9854,5
9855,5
9857,5
9860,5
9863,5
9866,5
9867,5
9869,5
9875,5
9879,5
9880,5
9885,5
9889,5
9890,5
9898,5
9900,5
9901,5
9917,5
9927,5
9928,5
9933,5
9937,5
9939,5
9940,5
9942,5
9945,5
9946,5
9950,5
9953,5
9954,5
9961,5
9975,5
9980,5
9983,5
9988,5
9989,5
9990,5
9991,5
9993,5
10000,5
10007,5
10010,5
10013,5
10019,5
10024,5
10026,5
10034,5
10037,5
10038,5
10045,5
10046,5
10056,5
10060,5
10062,5
10067,5
10070,5
10073,5
10074,5
10082,5
10086,5
10092,5
10096,5
10110,5
10111,5
10113,5
10115,5
10116,5
10117,5
10132,5
10135,5
10136,5
10144,5
10147,5
10154,5
10162,5
10164,5
10166,5
10167,5
10179,5
10184,5
10192,5
10203,5
10206,1
10215,5
10217,5
10222,5
10227,5
10231,5
10232,5
10236,5
10238,5
10248,5
10252,5
10262,5
10273,5
10288,1
10289,5
10290,5
10291,5
10292,5
10296,5
10302,5
10304,5
10311,5
10312,5
10313,1
10316,5
10318,6
10319,5
10320,5
10324,1
10325,5
10329,5
10330,5
10332,5
10333,5
10344,5
10348,5
10349,5
10352,5
10353,5
10354,5
10356,5
10357,5
10360,5
10362,5
10367,5
10369,5
10370,5
10372,5
10376,5
10377,5
10379,5
10384,5
10388,5
10391,5
10395,5
10403,5
10405,1
10407,5
10411,5
10417,5
10418,5
10420,5
10422,5
10426,5
10447,5
10449,5
10450,5
10453,5
10455,5
10457,5
10458,5
10461,5
10463,5
10467,5
10470,5
10475,5
10482,5
10485,5
10495,5
10501,5
10504,5
10510,5
10513,5
10517,5
10525,5
10530,5
10536,5
10537,5
10540,5
10550,5
10551,5
10552,5
10557,5
10560,5
10562,5
10563,5
10566,5
10568,5
10578,5
10580,5
10587,5
10597,5
10599,5
10606,5
10608,5
10610,5
10614,5
10615,5
10617,5
10625,5
10629,5
10633,5
10636,5
10637,5
10640,5
10649,5
10653,1
10654,5
10656,5
10660,5
10662,5
10667,5
10669,5
10671,5
10672,5
10676,5
10677,5
10680,5
10681,5
10690,5
10702,5
10703,5
10706,5
10708,5
10710,5
10713,5
10718,5
10720,5
10724,5
10726,5
10732,5
10735,5
10739,5
10742,5
10746,5
10747,5
10748,5
10752,5
10754,5
10758,5
10766,5
10768,5
10771,5
10772,5
10781,5
10782,5
10786,5
10788,5
10789,5
10796,5
10798,5
10802,5
10804,5
10812,5
10824,5
10826,5
10833,5
10837,5
10840,5
10841,5
10842,6
10846,5
10848,5
10849,5
10850,5
10853,5
10855,5
10856,5
10858,5
10861,5
10867,5
10883,5
10890,5
10892,5
10893,5
10896,5
10897,5
10901,5
10907,5
10909,5
10910,5
10913,5
10921,5
10926,5
10929,5
10933,5
10936,5
10938,1
10940,5
10941,5
10942,5
10947,5
10949,5
10951,5
10952,5
10955,5
10977,5
10978,5
10979,5
10980,5
10993,5
10995,5
11000,5
11002,5
11008,5
11009,5
11017,5
11023,5
11026,5
11027,5
11036,5
11041,5
11050,5
11075,5
11077,5
11088,5
11090,5
11092,5
11097,5
11101,5
11110,5
11112,5
11113,6
11123,5
11124,5
11126,5
11135,5
11136,5
11139,5
11146,5
11159,1
11166,5
11173,5
11174,5
11177,5
11178,5
11180,5
11188,5
11189,5
11190,5
11192,5
11203,5
11206,1
11209,5
11215,5
11224,5
11225,5
11227,5
11231,5
11242,5
11245,5
11246,5
11249,5
11251,5
11253,5
11255,5
11257,5
11258,5
11265,5
11268,5
11270,5
11272,5
11277,5
11278,5
11282,5
11285,5
11288,5
11293,5
11295,5
11296,5
11301,5
11311,5
11317,5
11320,5
11323,5
11325,5
11331,5
11332,5
11342,5
11345,5
11350,5
11356,5
11357,5
11383,5
11386,5
11387,5
11388,5
11390,5
11392,5
11394,5
11406,5
11410,5
11412,5
11417,5
11418,5
11423,5
11424,5
